layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,11.11274,5.81128,5.30146,1.5030,6.7032,0.0000,0.6879,0.03207,0.4714
1,12,8.46618,4.45045,4.01573,1.2206,6.5460,0.0000,0.7162,0.02340,0.4330
2,12,8.37863,4.36169,4.01694,1.2764,6.6110,0.0000,0.7011,0.02379,0.4714
3,12,9.87862,4.32242,5.55620,0.9141,6.4815,0.0000,0.7191,0.02407,0.4714
4,12,11.60568,4.80245,6.80323,0.7898,6.4164,0.0000,0.7276,0.02652,0.4330
5,12,11.41254,4.64964,6.76290,0.7891,6.1630,0.0000,0.7701,0.01507,0.4330
6,12,11.25769,4.66694,6.59075,0.7867,6.0302,0.0000,0.7910,0.01188,0.4330
7,12,12.63508,4.82529,7.80979,0.6406,5.8731,0.0000,0.8088,0.01136,0.0000
8,12,11.38122,4.57971,6.80151,0.7137,6.0675,0.0000,0.7831,0.01430,0.2764
9,12,12.88126,5.13995,7.74132,0.7105,5.8214,0.0000,0.8187,0.00855,0.3727
10,12,12.59774,4.83295,7.76479,0.6376,6.0031,0.0000,0.7962,0.01059,0.0000
11,12,11.64007,4.94064,6.69943,0.9201,6.0936,0.0000,0.7776,0.01526,0.4330
