layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,11.02385,5.67492,5.34894,1.4130,6.6610,0.0000,0.6969,0.02862,0.4714
1,12,8.56451,4.21721,4.34730,1.0442,6.5394,0.0000,0.7165,0.02264,0.5000
2,12,8.48840,4.23050,4.25790,1.1014,6.6745,0.0000,0.6858,0.03057,0.4930
3,12,9.93477,4.21090,5.72387,0.8137,6.5026,0.0000,0.7141,0.02784,0.3727
4,12,11.30738,4.57670,6.73068,0.7525,6.4483,0.0000,0.7223,0.02818,0.3727
5,12,11.62056,4.38078,7.23978,0.6464,6.0715,0.0000,0.7841,0.01251,0.0000
6,12,10.93094,4.41709,6.51385,0.7524,6.0690,0.0000,0.7833,0.01279,0.3727
7,12,11.92654,4.41267,7.51387,0.6150,6.0149,0.0000,0.7917,0.01226,0.0000
8,12,11.01917,4.48338,6.53579,0.7246,6.1357,0.0000,0.7761,0.01391,0.2764
9,12,12.61741,5.02036,7.59704,0.7144,5.9600,0.0000,0.8006,0.01119,0.2764
10,12,12.72124,4.85547,7.86577,0.6310,5.9586,0.0000,0.8040,0.00905,0.0000
11,12,11.43186,4.81620,6.61566,0.9482,6.0240,0.0000,0.7880,0.01269,0.3727
