sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
bird,2,120.8793,2.4001,118.4792,9.5336,0.4303,0.0203
machine,2,105.2399,3.7933,101.4467,9.5279,0.4319,0.0382
