i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,machine,bird,N,0.8275,0.8125,1.9043,19.7215
0,2,machine,machine,Y,0.8874,0.8791,0.9017,20.2180
0,3,machine,bird,N,0.7501,0.7318,1.7838,34.5616
1,2,bird,machine,N,0.8282,0.8103,1.0026,0.4965
1,3,bird,bird,Y,0.8737,0.8635,0.1205,14.8400
2,3,machine,bird,N,0.7592,0.7386,0.8821,14.3436
