layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.05842,5.30080,0.75762,13.3738,6.7858,1.3026,0.6510,0.04748,1.4907
1,12,6.50723,5.80364,0.70359,8.4432,6.7069,1.3740,0.6720,0.04057,1.4907
2,12,6.79582,5.77880,1.01702,6.6561,6.5033,1.4929,0.7090,0.03124,1.1055
3,12,8.74071,7.31532,1.42539,5.4557,6.2097,1.5268,0.7614,0.01720,0.0000
4,12,7.51413,6.20735,1.30678,5.1070,6.1288,1.5808,0.7611,0.02638,0.0000
5,12,9.99578,6.30496,3.69081,1.7898,6.1744,1.5524,0.7631,0.03576,1.1055
