i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.9987,0.9985,151.6287,4857.7432
0,2,illumination,weight,N,0.9981,0.9980,381.7833,13096.5413
0,3,illumination,illumination,Y,0.9961,0.9940,8.5504,1094.6328
1,2,weight,weight,Y,0.9971,0.9971,230.1546,8238.7981
1,3,weight,illumination,N,0.9940,0.9913,143.0783,3763.1104
2,3,weight,illumination,N,0.9950,0.9924,373.2329,12001.9084
