i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,machine,bird,N,0.8275,0.8125,0.4350,18.2510
0,2,machine,machine,Y,0.8874,0.8791,1.0266,17.8739
0,3,machine,bird,N,0.7501,0.7318,0.1244,30.6397
1,2,bird,machine,N,0.8282,0.8103,1.4617,0.3771
1,3,bird,bird,Y,0.8737,0.8635,0.3106,12.3887
2,3,machine,bird,N,0.7592,0.7386,1.1510,12.7658
