i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,device,animal,N,0.7749,0.7510,1.4172,6.5875
0,2,device,device,Y,0.8564,0.8433,1.5469,14.2272
0,3,device,animal,N,0.7274,0.6993,0.5779,14.9507
1,2,animal,device,N,0.7358,0.7096,2.9641,7.6397
1,3,animal,animal,Y,0.8838,0.8761,0.8393,8.3631
2,3,device,animal,N,0.7380,0.7086,2.1248,0.7235
