sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
factory,3,62429.6737,3103.6750,55731.6845,7.1858,0.8513,0.0557
organism,2,62652.1554,3007.9448,55976.8581,7.1246,0.8550,0.0537
