i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.6159,0.5884,0.2528,5.0470
0,2,sound,sound,Y,0.7791,0.7659,1.1689,15.8019
0,3,sound,tree,N,0.5432,0.5088,1.9824,12.1709
1,2,tree,sound,N,0.7071,0.6855,1.4217,10.7549
1,3,tree,tree,Y,0.8513,0.8415,2.2352,7.1239
2,3,sound,tree,N,0.6266,0.6065,0.8135,3.6311
