layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,3.70535,2.13783,1.56752,1.9240,7.2345,0.0000,0.5483,0.06055,0.3727
1,12,5.74068,3.12414,2.61654,1.4544,6.9473,0.0000,0.6225,0.05194,0.3727
2,12,6.83194,3.15993,3.67202,1.1170,7.0149,0.0000,0.6113,0.05249,0.4330
3,12,4.91514,2.56694,2.34820,1.2849,7.0896,0.0000,0.5939,0.05738,0.4330
4,12,6.95314,3.51351,3.43963,1.0637,6.8238,0.0000,0.6528,0.04571,0.5000
5,12,8.89081,4.60812,4.28269,1.1081,6.4893,0.0000,0.7178,0.03332,0.4714
6,12,8.18109,4.14387,4.03722,1.0398,6.6819,0.0000,0.6878,0.03796,0.5000
7,12,8.51525,4.52975,3.98551,1.3076,6.5962,0.0000,0.7005,0.03557,0.4714
8,12,7.46736,4.02418,3.44318,1.2854,6.6567,0.0000,0.6809,0.04006,0.3727
9,12,6.62095,3.80217,2.81878,1.4977,6.6845,0.0000,0.6739,0.04149,0.2764
10,12,8.83955,4.76739,4.07216,1.3028,6.9418,0.0000,0.6308,0.05855,0.0000
11,12,7.87169,4.25406,3.61763,1.2005,6.9422,0.0000,0.6379,0.04399,0.0000
