sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
boat,2,61720.1333,3054.9224,55220.6449,7.1607,0.8533,0.0553
verb,2,68631.3217,3398.4562,61252.2200,7.1647,0.8546,0.0555
