anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
ship,db4,4,2,0.9988,0.9983,0.0005,0.9986,0.9980,0.0006,268.3350,343.5337,5692.5129,6031.5750
