anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
ship,db4,boat,2,0.10,0.9998,34.842,0.2387,1.000
ship,db4,boat,2,0.20,0.9984,25.034,0.7374,1.000
ship,db4,boat,2,0.30,0.9945,19.610,1.3766,1.000
ship,db4,boat,2,0.40,0.9866,15.756,2.1452,1.000
ship,db4,boat,2,0.50,0.9719,12.571,3.0980,1.000
ship,db4,verb,2,0.10,0.9998,34.072,0.2637,1.000
ship,db4,verb,2,0.20,0.9982,24.507,0.7815,1.000
ship,db4,verb,2,0.30,0.9942,19.355,1.4135,1.000
ship,db4,verb,2,0.40,0.9848,15.226,2.2719,1.000
ship,db4,verb,2,0.50,0.9692,12.174,3.2266,1.000
