i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.9957,0.9954,251.3259,3931.8228
0,2,sound,sound,Y,0.9993,0.9991,791.3137,7950.8587
0,3,sound,tree,N,0.9950,0.9939,158.0502,1772.6322
1,2,tree,sound,N,0.9962,0.9961,539.9878,4019.0358
1,3,tree,tree,Y,0.9979,0.9971,93.2756,2159.1906
2,3,sound,tree,N,0.9958,0.9951,633.2635,6178.2264
