i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,machine,bird,N,0.7245,0.7099,2.3955,54.6027
0,2,machine,machine,Y,0.8391,0.8315,0.7474,7.8426
0,3,machine,bird,N,0.6888,0.6793,1.3501,45.6117
1,2,bird,machine,N,0.7044,0.6817,1.6481,62.4454
1,3,bird,bird,Y,0.8490,0.8433,1.0454,8.9910
2,3,machine,bird,N,0.6724,0.6499,0.6027,53.4543
