i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,writing,enclosure,N,0.4290,0.4299,0.7453,1.0712
0,2,writing,writing,Y,0.5183,0.5172,0.0041,6.1669
0,3,writing,enclosure,N,0.3178,0.3023,2.6064,20.1626
1,2,enclosure,writing,N,0.6766,0.6470,0.7413,5.0957
1,3,enclosure,enclosure,Y,0.7507,0.7346,3.3518,21.2339
2,3,writing,enclosure,N,0.5946,0.5581,2.6105,26.3296
