anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
crane,db4,bird,2,0.10,0.9998,33.916,0.1999,1.000
crane,db4,bird,2,0.20,0.9983,24.733,0.5762,1.000
crane,db4,bird,2,0.30,0.9943,19.481,1.0530,1.000
crane,db4,bird,2,0.40,0.9864,15.708,1.6209,1.000
crane,db4,bird,2,0.50,0.9732,12.782,2.2702,1.000
crane,db4,machine,2,0.10,0.9998,34.999,0.1666,1.000
crane,db4,machine,2,0.20,0.9985,25.153,0.5149,1.000
crane,db4,machine,2,0.30,0.9949,19.934,0.9382,1.000
crane,db4,machine,2,0.40,0.9882,16.324,1.4185,1.000
crane,db4,machine,2,0.50,0.9760,13.253,2.0195,1.000
