i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,device,animal,N,0.9953,0.9954,2558.4558,25101.0262
0,2,device,device,Y,0.9967,0.9965,1911.3163,19810.4481
0,3,device,animal,N,0.9984,0.9983,2287.6298,23702.5583
1,2,animal,device,N,0.9985,0.9982,647.1395,5290.5780
1,3,animal,animal,Y,0.9967,0.9968,270.8260,1398.4679
2,3,device,animal,N,0.9976,0.9973,376.3135,3892.1102
