li,hi,lj,hj,cosine,wavelet,energy_profile,pearson,emd
0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.0000
0,0,0,1,0.6199,0.7568,0.8283,0.1838,0.0327
0,0,0,2,0.3627,0.5685,0.5603,-0.1072,0.0784
0,0,0,3,0.3941,0.5266,0.5702,-0.0294,0.0775
0,0,0,4,0.6232,0.8057,0.9491,0.0153,0.0139
0,0,0,5,0.6101,0.7614,0.7864,0.1793,0.0380
0,0,0,6,0.7673,0.8876,0.9914,0.2430,0.0172
0,0,0,7,0.6501,0.8052,0.8356,0.2151,0.0377
0,0,0,8,0.7289,0.8506,0.9673,0.2171,0.0244
0,0,0,9,0.5483,0.7187,0.7702,0.0173,0.0371
0,0,0,10,0.3626,0.5037,0.4909,-0.0212,0.0845
0,0,0,11,0.4933,0.6492,0.6597,-0.0126,0.0450
0,0,1,0,0.4278,0.6732,0.7159,-0.1432,0.0621
0,0,1,1,0.3297,0.5288,0.4613,-0.1135,0.0811
0,0,1,2,0.4177,0.6575,0.6587,-0.0631,0.0542
0,0,1,3,0.4986,0.7333,0.8109,-0.0980,0.0350
0,0,1,4,0.2707,0.4878,0.3978,-0.1446,0.0927
0,0,1,5,0.4187,0.6761,0.7248,-0.1602,0.0548
0,0,1,6,0.1779,0.3558,0.3232,-0.2037,0.1209
0,0,1,7,0.2979,0.5409,0.5323,-0.1765,0.0784
0,0,1,8,0.5457,0.7528,0.8765,-0.0678,0.0401
0,0,1,9,0.3803,0.5959,0.6054,-0.1529,0.0594
0,0,1,10,0.4271,0.6395,0.7037,-0.0833,0.0486
0,0,1,11,0.5301,0.6576,0.6410,0.0923,0.0543
0,0,2,0,0.2507,0.3982,0.3250,-0.0099,0.1279
0,0,2,1,0.3004,0.4851,0.4176,-0.1190,0.0900
0,0,2,2,0.2918,0.5199,0.4807,-0.1334,0.0842
0,0,2,3,0.3468,0.5967,0.6057,-0.1820,0.0684
0,0,2,4,0.4395,0.6686,0.7432,-0.1319,0.0516
0,0,2,5,0.4471,0.7253,0.8202,-0.2424,0.0356
0,0,2,6,0.4847,0.6028,0.5907,0.0761,0.0630
0,0,2,7,0.4636,0.6977,0.8108,-0.0806,0.0397
0,0,2,8,0.4442,0.7210,0.7256,-0.1042,0.0529
0,0,2,9,0.2588,0.4030,0.3272,0.0016,0.1260
0,0,2,10,0.3824,0.5945,0.5629,-0.0197,0.0751
0,0,2,11,0.4024,0.6614,0.6652,-0.1069,0.0500
0,0,3,0,0.4468,0.5366,0.4998,0.1099,0.0930
0,0,3,1,0.5848,0.7125,0.8153,0.1100,0.0397
0,0,3,2,0.5357,0.7222,0.7692,0.0805,0.0501
0,0,3,3,0.5402,0.6923,0.7712,0.0630,0.0541
0,0,3,4,0.6995,0.7884,0.8443,0.4256,0.0379
0,0,3,5,0.2694,0.4926,0.4249,-0.1382,0.1003
0,0,3,6,0.5392,0.7111,0.8238,-0.0016,0.0510
0,0,3,7,0.4981,0.7015,0.7965,-0.0579,0.0499
0,0,3,8,0.5502,0.6972,0.7247,0.1510,0.0520
0,0,3,9,0.3079,0.4784,0.4057,-0.0563,0.0954
0,0,3,10,0.4834,0.6426,0.5836,0.0946,0.0661
0,0,3,11,0.4559,0.5980,0.6296,0.0222,0.0605
0,0,4,0,0.4712,0.5593,0.5277,0.2301,0.0813
0,0,4,1,0.5457,0.7469,0.8182,-0.0054,0.0366
0,0,4,2,0.4574,0.5878,0.6039,0.0960,0.0596
0,0,4,3,0.3794,0.3609,0.3457,0.2286,0.1175
0,0,4,4,0.6345,0.7483,0.7253,0.4038,0.0520
0,0,4,5,0.4363,0.5008,0.4561,0.1847,0.0862
0,0,4,6,0.4828,0.5679,0.5039,0.2728,0.0808
0,0,4,7,0.4410,0.4467,0.3883,0.2756,0.0990
0,0,4,8,0.4812,0.5136,0.5028,0.2634,0.0778
0,0,4,9,0.5533,0.5974,0.6158,0.2903,0.0594
0,0,4,10,0.4772,0.5625,0.5429,0.1976,0.0705
0,0,4,11,0.4290,0.5180,0.4501,0.2142,0.0978
0,0,5,0,0.4221,0.4660,0.4454,0.1792,0.0886
0,0,5,1,0.3976,0.3662,0.3428,0.2524,0.1147
0,0,5,2,0.5411,0.6235,0.6619,0.2886,0.0594
0,0,5,3,0.4571,0.5461,0.5371,0.1693,0.0714
