i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.9977,0.9974,87.7767,339.6759
0,2,stone,stone,Y,0.9988,0.9987,336.2849,3004.6000
0,3,stone,genre,N,0.9966,0.9963,279.0886,5771.9517
1,2,genre,stone,N,0.9977,0.9973,248.5082,3344.2759
1,3,genre,genre,Y,0.9968,0.9966,366.8653,5432.2758
2,3,stone,genre,N,0.9977,0.9971,615.3735,8776.5517
