i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.5313,0.5233,4.6581,74.4199
0,2,illumination,weight,N,0.5115,0.5183,5.1179,24.5891
0,3,illumination,illumination,Y,0.6634,0.6597,7.9066,136.8733
1,2,weight,weight,Y,0.5730,0.5594,9.7759,49.8308
1,3,weight,illumination,N,0.3859,0.3646,3.2485,62.4534
2,3,weight,illumination,N,0.4107,0.4129,13.0244,112.2842
