i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.9977,0.9974,17.2605,219.2777
0,2,stone,stone,Y,0.9988,0.9987,97.2621,3463.0351
0,3,stone,genre,N,0.9966,0.9963,177.6673,6384.0345
1,2,genre,stone,N,0.9977,0.9973,114.5225,3682.3129
1,3,genre,genre,Y,0.9968,0.9966,160.4069,6164.7567
2,3,stone,genre,N,0.9977,0.9971,274.9294,9847.0696
