i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.4706,0.4710,0.2682,21.7115
0,2,sound,sound,Y,0.6678,0.6653,2.4737,12.9160
0,3,sound,tree,N,0.3896,0.3865,3.0493,6.5172
1,2,tree,sound,N,0.5783,0.5712,2.7419,34.6275
1,3,tree,tree,Y,0.7473,0.7459,2.7810,28.2287
2,3,sound,tree,N,0.4371,0.4352,5.5229,6.3988
