sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
factory,3,148.6270,11.9506,125.2743,9.5573,0.4250,0.0943
organism,2,140.2346,7.6343,123.5711,9.5487,0.4291,0.0616
