sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
money,3,63176.8989,1986.2666,61190.6323,6.6433,0.8582,0.0324
river,3,49920.9027,1588.6865,48332.2162,6.7434,0.8483,0.0328
