anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
crane,coif2,4,2,0.8806,0.7912,0.0893,0.8713,0.7733,0.0980,2.0096,1.1944,15.1288,15.6647
