sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
bird,2,120.8793,12.5835,108.2958,9.5546,0.4209,0.1159
machine,2,105.2399,12.6089,92.6311,9.5210,0.4348,0.1365
