layer,head,redundancy_score,entropy,energy,sparsity,compression_ratio,n_partners
9,6,0.9696,5.4596,15.38139,0.8664,7.5294,23
9,9,0.9696,5.4185,15.52900,0.8709,7.5294,21
6,9,0.9586,5.3781,15.71475,0.8748,7.5294,20
11,9,0.9586,5.4808,15.05853,0.8636,7.7576,25
5,1,0.9582,5.4114,15.78479,0.8714,7.5294,19
10,10,0.9582,5.5885,14.64753,0.8517,7.1111,31
10,2,0.9544,5.5127,14.92971,0.8599,7.5294,27
11,6,0.9541,5.5328,14.59847,0.8578,7.5294,30
11,2,0.9540,5.6857,13.67589,0.8391,7.1111,29
6,6,0.9536,5.7597,13.12681,0.8297,6.7368,29
2,11,0.9503,5.9995,9.64914,0.8018,5.0196,17
6,5,0.9503,6.0726,10.40996,0.7889,4.7407,25
5,5,0.9486,5.7988,14.24135,0.8226,6.5641,19
6,1,0.9486,5.9417,13.87603,0.8138,5.1200,13
5,11,0.9464,6.5228,9.44024,0.7225,3.0476,24
10,9,0.9464,6.5133,10.42267,0.7246,3.0843,14
6,11,0.9445,6.3398,9.82283,0.7503,3.6571,24
7,5,0.9445,6.2124,11.22686,0.7698,4.1967,22
8,6,0.9434,5.5451,14.59223,0.8570,7.3143,30
10,1,0.9433,5.6217,14.75666,0.8470,7.3143,31
7,1,0.9429,5.7596,13.48987,0.8299,6.7368,29
5,7,0.9428,6.7189,11.07830,0.6875,2.7234,12
8,7,0.9428,6.8764,9.89412,0.6514,2.2655,13
9,4,0.9426,5.6281,14.89543,0.8492,6.7368,27
9,5,0.9415,5.8568,12.39967,0.8146,6.4000,23
11,7,0.9415,5.8893,12.64707,0.8111,5.9535,24
7,6,0.9401,5.9532,11.63686,0.8066,5.3333,23
9,7,0.9401,5.8164,12.26005,0.8235,6.5641,23
2,3,0.9395,6.8298,8.68116,0.6566,2.4151,9
3,2,0.9395,6.9525,9.65935,0.6332,2.1333,3
8,4,0.9395,6.7699,9.17082,0.6761,2.4854,20
9,10,0.9395,6.6915,10.29549,0.6906,2.5600,18
3,4,0.9390,5.5668,14.09902,0.8527,7.7576,31
5,9,0.9390,5.5989,14.00001,0.8506,7.3143,29
11,5,0.9384,5.7018,14.32016,0.8383,6.7368,26
11,10,0.9367,6.5637,9.71263,0.7112,2.7826,21
5,6,0.9366,6.3175,11.88646,0.7507,3.7101,13
8,10,0.9366,6.1750,10.33244,0.7739,4.1967,24
3,10,0.9356,6.2620,9.83987,0.7670,3.8209,21
1,8,0.9347,6.2909,7.96266,0.7622,3.9385,11
1,9,0.9347,6.1509,9.35999,0.7784,4.8302,17
9,0,0.9335,6.1227,11.44964,0.7860,5.0196,28
9,2,0.9335,6.2399,10.70500,0.7727,4.1967,22
3,1,0.9288,6.4899,9.48294,0.7254,3.0118,25
7,2,0.9286,5.3765,15.75488,0.8751,7.5294,19
8,1,0.9286,5.3973,15.56034,0.8726,7.7576,21
7,10,0.9285,5.4024,15.65535,0.8720,7.7576,21
7,7,0.9283,5.4892,15.10447,0.8627,7.5294,25
11,1,0.9281,5.9312,11.94426,0.8042,6.4000,25
5,0,0.9280,5.6714,14.54046,0.8390,7.5294,25
10,3,0.9268,5.9924,12.45427,0.7961,5.5652,20
7,9,0.9259,5.9277,11.57316,0.8062,5.4468,23
10,7,0.9259,6.3060,11.03956,0.7516,3.5556,21
5,4,0.9248,6.6604,8.74498,0.6984,2.8444,28
7,0,0.9246,6.7826,9.87849,0.6665,2.3486,17
10,8,0.9243,5.4497,15.17269,0.8671,7.7576,24
9,1,0.9241,5.5317,15.21138,0.8569,7.7576,26
9,11,0.9241,5.3763,15.56092,0.8749,7.5294,20
4,4,0.9240,6.1380,10.75825,0.7800,4.2667,28
11,11,0.9238,6.4970,9.95038,0.7261,3.0118,18
6,10,0.9238,5.5811,14.53069,0.8519,7.5294,31
3,3,0.9236,6.5885,10.62555,0.7071,2.7234,14
4,5,0.9236,6.4384,9.63539,0.7396,3.4133,23
7,11,0.9236,5.5101,15.11491,0.8607,7.5294,26
9,8,0.9234,5.9112,11.98102,0.8112,5.6889,25
1,1,0.9162,6.6652,7.12326,0.6935,2.9091,25
1,2,0.9162,6.5954,6.76756,0.7082,2.9767,19
4,8,0.9160,5.6884,13.29284,0.8403,6.9189,27
2,6,0.9156,6.2211,9.96436,0.7704,4.0635,20
11,3,0.9153,6.5731,8.98795,0.7141,2.8444,24
10,11,0.9146,6.7761,11.08758,0.6781,2.5600,8
4,6,0.9134,6.4863,8.12079,0.7266,3.2000,24
6,7,0.9134,6.6031,7.96608,0.7062,2.8764,27
4,10,0.9120,5.6565,13.56236,0.8425,7.3143,28
8,0,0.9120,5.6731,13.12655,0.8382,7.5294,24
0,7,0.9119,6.8742,7.13082,0.6507,2.3486,13
2,5,0.9119,6.8080,6.89814,0.6629,2.5098,18
8,11,0.9118,5.7197,12.71062,0.8355,6.7368,21
8,2,0.9109,5.8990,10.73423,0.8084,5.9535,19
10,4,0.9109,6.1252,11.09240,0.7784,4.5714,29
5,8,0.9105,6.0375,12.38431,0.7914,4.9231,20
8,3,0.9105,5.9204,13.17808,0.8088,5.6889,23
10,0,0.9085,6.2096,10.67956,0.7787,4.0635,22
11,4,0.9082,6.1408,10.81191,0.7745,4.3390,29
2,7,0.9069,6.7853,5.55613,0.6735,2.5600,13
2,10,0.9069,6.6851,5.85391,0.6951,2.7826,15
8,5,0.9065,6.7070,7.92110,0.6903,2.6947,27
7,4,0.9049,6.0374,12.26292,0.7956,4.8302,23
10,5,0.9049,6.2275,12.12393,0.7710,3.9385,14
1,0,0.9036,6.9944,7.73725,0.6165,2.0000,8
4,0,0.9032,6.8467,12.21368,0.6580,2.3486,2
8,8,0.9031,6.2088,10.61153,0.7743,4.1967,22
5,3,0.9025,6.5282,7.54824,0.7230,3.1220,26
6,0,0.9025,6.7470,7.28589,0.6766,2.4615,22
2,4,0.9019,6.9056,8.26572,0.6463,2.2261,22
3,9,0.9016,6.6788,9.64388,0.6966,2.8132,18
3,0,0.9013,5.7665,14.49300,0.8293,6.0952,20
5,10,0.9007,6.6871,8.34301,0.6880,2.6122,29
6,2,0.8998,5.7300,12.02431,0.8306,7.3143,18
