anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
bank,sym4,money,3,0.10,1.0000,59.863,0.2507,1.000
bank,sym4,money,3,0.20,1.0000,50.905,0.7046,1.000
bank,sym4,money,3,0.30,1.0000,45.311,1.3316,1.000
bank,sym4,money,3,0.40,1.0000,41.441,2.0798,1.000
bank,sym4,money,3,0.50,0.9999,38.377,2.9657,1.000
bank,sym4,river,3,0.10,1.0000,58.426,0.2549,1.000
bank,sym4,river,3,0.20,1.0000,49.494,0.7108,1.000
bank,sym4,river,3,0.30,1.0000,44.298,1.2926,1.000
bank,sym4,river,3,0.40,1.0000,40.585,1.9824,1.000
bank,sym4,river,3,0.50,0.9999,37.398,2.8620,1.000
