sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,137.4721,9.3885,121.1409,9.5503,0.4256,0.0775
firestick,1,146.2640,8.8024,129.1237,9.5678,0.4181,0.0682
game,2,197.9488,14.4722,170.4277,9.5811,0.4146,0.0825
