sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
animal,2,135.6307,4.3532,131.2775,9.5513,0.4256,0.0333
device,2,134.4741,5.6115,128.8626,9.5470,0.4275,0.0436
