i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,device,animal,N,0.7749,0.7510,0.8642,4.3577
0,2,device,device,Y,0.8564,0.8433,0.3823,15.1595
0,3,device,animal,N,0.7274,0.6993,1.2699,15.6316
1,2,animal,device,N,0.7358,0.7096,1.2465,10.8018
1,3,animal,animal,Y,0.8838,0.8761,0.4057,11.2739
2,3,device,animal,N,0.7380,0.7086,1.6522,0.4721
