sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
genre,2,272.9570,17.5635,238.6631,9.5439,0.4335,0.0734
stone,2,265.5967,15.9206,233.2028,9.5849,0.4142,0.0682
