i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.5115,0.4998,1.8948,20.6971
0,2,stone,stone,Y,0.7622,0.7536,3.4507,7.9319
0,3,stone,genre,N,0.5622,0.5439,2.0595,17.7085
1,2,genre,stone,N,0.5623,0.5442,5.3455,28.6290
1,3,genre,genre,Y,0.6719,0.6609,3.9543,38.4056
2,3,stone,genre,N,0.5350,0.5190,1.3912,9.7766
