i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.6159,0.5884,0.0438,4.3703
0,2,sound,sound,Y,0.7791,0.7659,2.5645,15.4024
0,3,sound,tree,N,0.5432,0.5088,0.3234,12.2030
1,2,tree,sound,N,0.7071,0.6855,2.6083,11.0321
1,3,tree,tree,Y,0.8513,0.8415,0.3671,7.8326
2,3,sound,tree,N,0.6266,0.6065,2.2412,3.1995
