i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,boat,verb,N,0.9981,0.9979,41.4866,671.7245
0,2,boat,boat,Y,0.9987,0.9984,184.9827,500.9369
0,3,boat,verb,N,0.9977,0.9973,1624.3391,10881.8802
1,2,verb,boat,N,0.9987,0.9985,143.4960,1172.6615
1,3,verb,verb,Y,0.9990,0.9988,1665.8257,10210.1557
2,3,boat,verb,N,0.9987,0.9985,1809.3218,11382.8171
