li,hi,lj,hj,cosine,wavelet,energy_profile,pearson,emd
0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.0000
0,0,0,1,0.4727,0.6443,0.8681,0.0640,0.0250
0,0,0,2,0.2379,0.4566,0.7954,-0.0105,0.0922
0,0,0,3,0.3288,0.4441,0.9654,-0.0101,0.0643
0,0,0,4,0.6335,0.7449,0.9478,0.2684,0.0136
0,0,0,5,0.5900,0.6827,0.9100,0.3575,0.0343
0,0,0,6,0.6095,0.7427,0.9078,0.1541,0.0158
0,0,0,7,0.6918,0.7520,0.8666,0.5804,0.0409
0,0,0,8,0.4358,0.5497,0.9606,0.0453,0.0406
0,0,0,9,0.6009,0.6715,0.9404,0.5338,0.0626
0,0,0,10,0.2286,0.4679,0.6995,-0.0447,0.0879
0,0,0,11,0.6423,0.7108,0.9870,0.4208,0.0347
0,0,1,0,0.1602,0.4429,0.6762,-0.1060,0.1030
0,0,1,1,0.4849,0.5980,0.9628,0.2206,0.0521
0,0,1,2,0.6491,0.7423,0.9694,0.5281,0.0560
0,0,1,3,0.6541,0.7861,0.9721,0.3865,0.0255
0,0,1,4,0.5799,0.6797,0.9319,0.3950,0.0435
0,0,1,5,0.6508,0.7930,0.9956,0.3364,0.0233
0,0,1,6,0.4212,0.6192,0.8845,0.0608,0.0367
0,0,1,7,0.6803,0.7637,0.9998,0.3955,0.0170
0,0,1,8,0.5794,0.7393,0.9301,0.3582,0.0348
0,0,1,9,0.1608,0.4315,0.6644,-0.1092,0.1011
0,0,1,10,0.6033,0.6934,0.9369,0.3804,0.0355
0,0,1,11,0.5341,0.6627,0.9494,0.2477,0.0413
0,0,2,0,0.3688,0.4499,0.7670,0.0959,0.0617
0,0,2,1,0.5411,0.7095,0.9592,0.0196,0.0122
0,0,2,2,0.4402,0.5666,0.8692,0.1182,0.0414
0,0,2,3,0.3157,0.3929,0.7100,0.1269,0.0907
0,0,2,4,0.4494,0.5264,0.8313,0.0964,0.0389
0,0,2,5,0.3716,0.4689,0.7464,0.1352,0.0663
0,0,2,6,0.3934,0.4858,0.7785,0.1057,0.0555
0,0,2,7,0.3200,0.4532,0.7191,0.0627,0.0775
0,0,2,8,0.4207,0.4949,0.8051,0.1376,0.0476
0,0,2,9,0.4986,0.5596,0.8459,0.2272,0.0421
0,0,2,10,0.4472,0.5656,0.8356,0.1433,0.0476
0,0,2,11,0.3412,0.4918,0.7623,0.0512,0.0682
0,0,3,0,0.4531,0.5692,0.8813,0.1619,0.0429
0,0,3,1,0.3518,0.4363,0.7443,0.0555,0.0577
0,0,3,2,0.3710,0.4677,0.7285,0.1221,0.0681
0,0,3,3,0.3369,0.4060,0.7085,0.1021,0.0767
0,0,3,4,0.2940,0.4512,0.7271,0.0441,0.0807
0,0,3,5,0.4727,0.5562,0.8087,0.1198,0.0350
0,0,3,6,0.2993,0.3687,0.7021,0.1036,0.0930
0,0,3,7,0.3031,0.3902,0.7100,0.1004,0.0901
0,0,3,8,0.4076,0.4918,0.8882,0.1244,0.0522
0,0,3,9,0.3921,0.4591,0.8095,0.1297,0.0617
0,0,3,10,0.3026,0.4207,0.7096,0.0406,0.0733
0,0,3,11,0.3357,0.4342,0.7645,0.1076,0.0789
0,0,4,0,0.3678,0.4215,0.7332,0.0997,0.0683
0,0,4,1,0.3745,0.4741,0.7462,0.1302,0.0649
0,0,4,2,0.5129,0.6106,0.9061,0.1513,0.0300
0,0,4,3,0.3664,0.4505,0.7951,0.0890,0.0609
0,0,4,4,0.3111,0.3842,0.7216,0.0936,0.0866
0,0,4,5,0.4799,0.5688,0.7892,0.1209,0.0296
0,0,4,6,0.3291,0.4087,0.7353,0.1393,0.0887
0,0,4,7,0.3553,0.3981,0.7297,0.1163,0.0707
0,0,4,8,0.4398,0.5435,0.8906,0.0691,0.0378
0,0,4,9,0.3098,0.3804,0.7065,0.0993,0.0885
0,0,4,10,0.4424,0.5509,0.8649,0.0579,0.0341
0,0,4,11,0.5201,0.6139,0.9432,0.1536,0.0300
0,0,5,0,0.3369,0.5090,0.9892,0.0238,0.0631
0,0,5,1,0.4048,0.5534,0.9922,0.0122,0.0411
0,0,5,2,0.4571,0.5959,0.9952,0.0530,0.0323
0,0,5,3,0.3985,0.5604,0.9872,0.0033,0.0411
0,0,5,4,0.2931,0.5036,0.9552,-0.0295,0.0651
0,0,5,5,0.3926,0.5372,0.9888,0.0093,0.0444
0,0,5,6,0.4669,0.5886,0.9991,0.0430,0.0358
0,0,5,7,0.3607,0.5215,0.9751,0.0529,0.0594
0,0,5,8,0.5182,0.6048,0.9857,0.0814,0.0262
0,0,5,9,0.5148,0.6382,0.9982,0.0043,0.0186
0,0,5,10,0.3928,0.5485,0.9831,0.0080,0.0422
0,0,5,11,0.3562,0.5208,0.9765,0.0185,0.0535
0,1,0,0,0.4727,0.6443,0.8681,0.0640,0.0250
0,1,0,1,1.0000,1.0000,1.0000,1.0000,0.0000
0,1,0,2,0.2108,0.5496,0.9913,0.0583,0.0690
0,1,0,3,0.2844,0.5176,0.9675,0.0777,0.0432
0,1,0,4,0.4491,0.6882,0.9811,0.1612,0.0196
0,1,0,5,0.3584,0.6089,0.9958,0.1147,0.0140
0,1,0,6,0.4098,0.6883,0.9963,0.0715,0.0137
0,1,0,7,0.3255,0.6360,1.0000,0.0821,0.0224
