anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
pen,sym4,enclosure,2,0.10,1.0000,61.907,0.1834,1.000
pen,sym4,enclosure,2,0.20,1.0000,52.409,0.5469,1.000
pen,sym4,enclosure,2,0.30,1.0000,46.819,1.0414,1.000
pen,sym4,enclosure,2,0.40,1.0000,42.595,1.6942,1.000
pen,sym4,enclosure,2,0.50,0.9999,39.418,2.4434,1.000
pen,sym4,writing,2,0.10,1.0000,60.823,0.2234,1.000
pen,sym4,writing,2,0.20,1.0000,51.427,0.6590,1.000
pen,sym4,writing,2,0.30,1.0000,45.620,1.2856,1.000
pen,sym4,writing,2,0.40,1.0000,41.479,2.0711,1.000
pen,sym4,writing,2,0.50,0.9999,38.149,3.0387,1.000
