anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
light,coif2,4,2,0.6182,0.4599,0.1584,0.6096,0.4548,0.1548,17.6137,12.3291,93.0836,68.3215
