i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.5313,0.5233,10.5692,74.5086
0,2,illumination,weight,N,0.5115,0.5183,7.0103,24.9845
0,3,illumination,illumination,Y,0.6634,0.6597,17.6479,136.6430
1,2,weight,weight,Y,0.5730,0.5594,17.5795,49.5241
1,3,weight,illumination,N,0.3859,0.3646,7.0787,62.1344
2,3,weight,illumination,N,0.4107,0.4129,24.6582,111.6585
