layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.39988,2.59571,1.80417,2.0730,7.1939,0.0000,0.5661,0.05042,0.0000
1,12,6.18899,3.23927,2.94972,1.3956,6.9304,0.0000,0.6264,0.04575,0.4714
2,12,8.31383,3.70265,4.61119,0.9804,6.9216,0.0000,0.6330,0.05267,0.4930
3,12,5.82127,2.87586,2.94542,1.1586,7.1441,0.0000,0.5833,0.05325,0.4330
4,12,7.18120,3.48855,3.69265,1.0181,6.9877,0.0000,0.6172,0.04876,0.5000
5,12,8.39274,4.03988,4.35286,0.9784,6.8127,0.0000,0.6579,0.04271,0.4930
6,12,8.17124,3.88041,4.29083,0.9339,6.8477,0.0000,0.6548,0.04043,0.4714
7,12,8.82977,4.31506,4.51470,1.0112,6.7651,0.0000,0.6657,0.04115,0.4714
8,12,7.72664,4.01106,3.71558,1.1449,6.8034,0.0000,0.6541,0.04181,0.4930
9,12,6.86902,3.60113,3.26789,1.1765,6.8861,0.0000,0.6377,0.04480,0.4714
10,12,12.36451,6.71201,5.65251,1.2868,6.7997,0.0000,0.6678,0.04185,0.3727
11,12,15.95979,8.41942,7.54038,1.1548,6.5301,0.0000,0.7175,0.03446,0.2764
