sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
factory,3,265.2804,19.3836,227.3689,9.5640,0.4245,0.0853
organism,2,274.8452,13.8115,247.4489,9.5797,0.4163,0.0558
