sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,50407.8955,4179.8248,42879.1672,7.1036,0.8364,0.0975
firestick,1,51918.3458,4388.5485,44141.2046,7.0119,0.8402,0.0994
game,2,61238.7004,5045.3670,52159.5433,7.0193,0.8472,0.0967
