layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.36370,2.60270,1.76100,2.1163,7.2097,0.0000,0.5596,0.05425,0.0000
1,12,7.60127,3.80035,3.80092,1.0820,6.7126,0.0000,0.6742,0.03642,0.4930
2,12,9.11918,4.01822,5.10096,0.9054,6.8320,0.0000,0.6550,0.04389,0.4714
3,12,6.19696,3.03042,3.16654,1.0564,7.0726,0.0000,0.6028,0.05457,0.5000
4,12,7.66610,3.84904,3.81707,1.0553,6.8483,0.0000,0.6514,0.04027,0.4930
5,12,8.85229,4.26441,4.58788,1.0038,6.8034,0.0000,0.6626,0.03746,0.4930
6,12,9.15763,4.43244,4.72519,0.9727,6.7598,0.0000,0.6723,0.03865,0.4930
7,12,8.85247,4.58533,4.26713,1.1536,6.7436,0.0000,0.6690,0.03830,0.5000
8,12,7.75822,4.05677,3.70144,1.2039,6.7912,0.0000,0.6607,0.03874,0.4714
9,12,6.16959,3.19708,2.97251,1.1082,6.9933,0.0000,0.6161,0.04778,0.4714
10,12,9.68696,4.82554,4.86141,1.0493,6.5281,0.0000,0.7104,0.03170,0.4714
11,12,10.88137,5.42776,5.45361,1.0132,6.2232,0.0000,0.7611,0.02036,0.4714
