anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
pen,db4,enclosure,2,0.10,1.0000,61.316,0.1962,1.000
pen,db4,enclosure,2,0.20,1.0000,51.639,0.5978,1.000
pen,db4,enclosure,2,0.30,1.0000,46.334,1.1017,1.000
pen,db4,enclosure,2,0.40,1.0000,42.191,1.7748,1.000
pen,db4,enclosure,2,0.50,0.9999,38.858,2.6032,1.000
pen,db4,writing,2,0.10,1.0000,60.016,0.2452,1.000
pen,db4,writing,2,0.20,1.0000,51.023,0.6902,1.000
pen,db4,writing,2,0.30,1.0000,44.922,1.3933,1.000
pen,db4,writing,2,0.40,1.0000,40.857,2.2255,1.000
pen,db4,writing,2,0.50,0.9999,37.708,3.1969,1.000
