i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.6254,0.6001,2.3259,12.8560
0,2,stone,stone,Y,0.8832,0.8739,0.1232,4.1374
0,3,stone,genre,N,0.6341,0.6078,1.2155,0.6540
1,2,genre,stone,N,0.6293,0.6090,2.4491,8.7186
1,3,genre,genre,Y,0.8170,0.8075,1.1104,12.2020
2,3,stone,genre,N,0.6050,0.5726,1.3387,3.4834
