i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.5115,0.4998,1.6600,19.9259
0,2,stone,stone,Y,0.7622,0.7536,8.7500,9.3798
0,3,stone,genre,N,0.5622,0.5439,4.2771,17.3981
1,2,genre,stone,N,0.5623,0.5442,7.0900,29.3057
1,3,genre,genre,Y,0.6719,0.6609,2.6171,37.3240
2,3,stone,genre,N,0.5350,0.5190,4.4729,8.0183
