anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
bank,sym4,6,2,0.9969,0.9948,0.0021,0.9967,0.9946,0.0021,695.6719,1057.2664,7339.3330,11565.2689
