sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
bird,2,291.5830,29.5879,261.9951,9.5962,0.4079,0.1130
machine,2,237.9000,26.3051,211.5949,9.5308,0.4397,0.1244
