layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,11.03558,5.60544,5.43014,1.4038,6.7220,0.0000,0.6819,0.03129,0.4714
1,12,8.65486,4.31134,4.34351,1.0303,6.5841,0.0000,0.7088,0.02526,0.4714
2,12,8.90427,4.43507,4.46920,1.0848,6.6919,0.0000,0.6819,0.03217,0.4930
3,12,10.84634,4.84274,6.00361,0.8901,6.6003,0.0000,0.6954,0.03640,0.5000
4,12,11.70341,4.71939,6.98403,0.7548,6.4177,0.0000,0.7296,0.02628,0.2764
5,12,11.53291,4.42550,7.10741,0.7247,6.1896,0.0000,0.7675,0.01492,0.2764
6,12,10.78533,4.44750,6.33783,0.8211,6.1190,0.0000,0.7776,0.01510,0.3727
7,12,12.38671,4.70877,7.67794,0.6544,5.8963,0.0000,0.8115,0.00800,0.0000
8,12,11.09133,4.40204,6.68930,0.7188,6.1306,0.0000,0.7769,0.01431,0.2764
9,12,12.48977,4.66011,7.82966,0.6564,5.9169,0.0000,0.8047,0.00783,0.3727
10,12,12.65375,4.66511,7.98863,0.6051,5.9301,0.0000,0.8057,0.00876,0.0000
11,12,11.65608,4.87005,6.78603,0.8865,6.0654,0.0000,0.7823,0.01280,0.3727
