anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
rock,db4,genre,2,0.10,1.0000,59.003,0.2612,1.000
rock,db4,genre,2,0.20,1.0000,49.799,0.7536,1.000
rock,db4,genre,2,0.30,1.0000,44.373,1.4075,1.000
rock,db4,genre,2,0.40,1.0000,40.481,2.2039,1.000
rock,db4,genre,2,0.50,0.9999,37.527,3.0956,1.000
rock,db4,stone,2,0.10,1.0000,59.322,0.2428,1.000
rock,db4,stone,2,0.20,1.0000,50.456,0.6727,1.000
rock,db4,stone,2,0.30,1.0000,45.009,1.2572,1.000
rock,db4,stone,2,0.40,1.0000,41.048,1.9860,1.000
rock,db4,stone,2,0.50,0.9999,38.015,2.8172,1.000
