layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,7.49404,3.46769,4.02634,1.3067,7.2496,0.0000,0.5449,0.07852,0.5000
1,12,7.85435,3.40245,4.45190,0.9920,7.0832,0.0000,0.5956,0.06471,0.5000
2,12,8.09962,5.18330,2.91632,1.8930,6.7105,0.0000,0.6702,0.03876,0.0000
3,12,9.12526,5.84832,3.27694,1.9314,6.5744,0.0000,0.6996,0.03379,0.2764
4,12,8.17152,5.39795,2.77357,1.9903,6.5606,0.0000,0.6947,0.03386,0.0000
5,12,12.41224,7.75125,4.66100,1.9492,6.4654,0.0000,0.7315,0.02690,0.0000
