anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
ship,sym4,boat,2,0.10,0.9998,35.045,0.2331,1.000
ship,sym4,boat,2,0.20,0.9985,25.095,0.7320,1.000
ship,sym4,boat,2,0.30,0.9941,19.328,1.4218,1.000
ship,sym4,boat,2,0.40,0.9861,15.614,2.1804,1.000
ship,sym4,boat,2,0.50,0.9716,12.517,3.1142,1.000
ship,sym4,verb,2,0.10,0.9997,32.646,0.3058,1.000
ship,sym4,verb,2,0.20,0.9980,23.941,0.8334,1.000
ship,sym4,verb,2,0.30,0.9929,18.475,1.5622,1.000
ship,sym4,verb,2,0.40,0.9834,14.819,2.3801,1.000
ship,sym4,verb,2,0.50,0.9653,11.682,3.4193,1.000
