anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
bark,sym4,sound,2,0.10,0.9998,34.292,0.2031,1.000
bark,sym4,sound,2,0.20,0.9983,24.747,0.6037,1.000
bark,sym4,sound,2,0.30,0.9940,19.237,1.1371,1.000
bark,sym4,sound,2,0.40,0.9854,15.366,1.7756,1.000
bark,sym4,sound,2,0.50,0.9709,12.415,2.4953,1.000
bark,sym4,tree,2,0.10,0.9998,34.015,0.2160,1.000
bark,sym4,tree,2,0.20,0.9984,25.240,0.5801,1.000
bark,sym4,tree,2,0.30,0.9948,19.918,1.0556,1.000
bark,sym4,tree,2,0.40,0.9871,15.936,1.6652,1.000
bark,sym4,tree,2,0.50,0.9737,12.863,2.3704,1.000
