layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.07798,2.50986,1.56813,2.0241,7.1822,0.0000,0.5640,0.05343,0.2764
1,12,5.16652,3.18322,1.98330,1.9121,7.0920,0.0000,0.5853,0.05497,0.2764
2,12,6.85173,3.39740,3.45433,1.4663,7.0845,0.0000,0.5890,0.06028,0.3727
3,12,5.24394,2.71814,2.52580,1.2272,7.1245,0.0000,0.5869,0.05600,0.4714
4,12,7.42585,2.92679,4.49905,0.6849,6.7374,0.0000,0.6751,0.03953,0.0000
5,12,8.08908,3.20398,4.88511,0.7208,6.6461,0.0000,0.6985,0.02909,0.2764
6,12,8.37424,3.14768,5.22656,0.6237,6.6975,0.0000,0.6892,0.03380,0.0000
7,12,8.55676,3.57985,4.97691,0.7815,6.5904,0.0000,0.7046,0.03114,0.3727
8,12,7.77419,3.22139,4.55280,0.8305,6.6068,0.0000,0.7030,0.03033,0.4330
9,12,7.51767,3.14866,4.36900,0.8115,6.5380,0.0000,0.7094,0.02879,0.4330
10,12,11.39868,7.09464,4.30404,1.8571,6.6963,0.0000,0.6853,0.03461,0.0000
11,12,11.52216,8.43386,3.08830,2.8963,6.3820,0.0000,0.7435,0.02158,0.0000
