sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,288.9316,16.3970,254.8435,9.5645,0.4254,0.0646
firestick,1,343.8248,24.0911,296.7610,9.6007,0.4068,0.0812
game,2,257.0428,16.0212,226.4118,9.5732,0.4191,0.0718
