sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
genre,2,144.3321,9.0392,128.3427,9.5405,0.4325,0.0702
stone,2,137.8136,9.5508,119.1807,9.5365,0.4343,0.0802
