i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.6254,0.6001,0.0398,16.4220
0,2,stone,stone,Y,0.8832,0.8739,0.9955,4.1472
0,3,stone,genre,N,0.6341,0.6078,1.9788,6.0492
1,2,genre,stone,N,0.6293,0.6090,0.9557,12.2748
1,3,genre,genre,Y,0.8170,0.8075,1.9389,10.3728
2,3,stone,genre,N,0.6050,0.5726,0.9832,1.9019
