layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.05842,3.16067,2.89775,1.4854,7.1054,0.0000,0.5864,0.05764,0.4714
1,12,6.50723,3.25085,3.25638,1.5803,7.0694,0.0000,0.5990,0.05339,0.3727
2,12,6.79582,2.88660,3.90922,0.8342,6.7706,0.0000,0.6681,0.03798,0.3727
3,12,8.74071,3.50306,5.23765,0.7164,6.5124,0.0000,0.7196,0.02382,0.3727
4,12,7.51413,3.13702,4.37711,0.8259,6.4307,0.0000,0.7298,0.02401,0.4330
5,12,9.99578,6.80719,3.18859,2.2875,6.5823,0.0000,0.7138,0.02760,0.0000
