sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
animal,2,320.5009,19.0510,280.5067,9.5846,0.4164,0.0678
device,2,353.6867,25.1178,303.4212,9.5733,0.4236,0.0828
