layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,5.77338,3.28067,2.49270,1.9944,7.1520,0.0000,0.5750,0.05665,0.3727
1,12,9.03660,4.66273,4.37387,1.4897,6.9141,0.0000,0.6382,0.05343,0.4714
2,12,7.97566,5.17695,2.79872,1.8980,6.7017,0.0000,0.6748,0.03926,0.0000
3,12,8.99087,5.74241,3.24846,1.8686,6.5314,0.0000,0.7090,0.03167,0.2764
4,12,6.99546,4.58225,2.41321,1.9518,6.6983,0.0000,0.6741,0.03920,0.0000
5,12,8.36940,5.69927,2.67013,2.2356,6.4144,0.0000,0.7271,0.02762,0.0000
