sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
enclosure,2,239.2239,12.7701,213.4176,9.5555,0.4261,0.0607
writing,2,244.6534,16.4787,213.4094,9.5621,0.4242,0.0751
