i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.6800,0.6611,0.1002,43.5200
0,2,illumination,weight,N,0.6731,0.6634,1.4403,19.9859
0,3,illumination,illumination,Y,0.6802,0.6812,0.0608,5.9291
1,2,weight,weight,Y,0.7240,0.7052,1.3401,23.5341
1,3,weight,illumination,N,0.5085,0.4922,0.0394,37.5909
2,3,weight,illumination,N,0.5387,0.5373,1.3795,14.0568
